Fecha de creacion;Ubicacion;Estatus Legal;Genero;Fecha de Nacimiento;Grupo Etario;Edad;Pais de origen;Estado Civil
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;14/07/2014;1. Niño, Niña;9;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;20/12/1982;4. Adultos;41;Colombia;Soltero
16/04/2024;Esmeraldas -MREMH;Refugiado;Femenino;23/03/2020;1. Niño, Niña;4;Colombia;Soltero
16/04/2024;Guayaquil - MREMH;Otro de Interes;Masculino;09/01/1970;4. Adultos;54;Colombia;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;11/12/1978;4. Adultos;45;Colombia;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;14/02/2014;1. Niño, Niña;10;Colombia;Soltero
16/04/2024;Guayaquil - MREMH;Otro de Interes;Femenino;30/05/1978;4. Adultos;46;Colombia;Casado
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;03/12/2002;3. Jovenes;21;Colombia;Soltero
16/04/2024;Pichincha - MREMH;Solicitante de Asilo;Masculino;21/10/1987;4. Adultos;36;Colombia;Soltero
16/04/2024;Ibarra - MREMH;No de Interes;Femenino;10/02/2007;2. Adolecente;17;Colombia;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;17/08/1995;3. Jovenes;28;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;18/11/1965;4. Adultos;58;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;24/05/1988;4. Adultos;36;Venezuela;Soltero
16/04/2024;Ibarra - MREMH;No de Interes;Femenino;04/06/2021;1. Niño, Niña;3;Colombia;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;09/09/1970;4. Adultos;53;Per�;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;26/07/1991;4. Adultos;32;Colombia;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;07/07/1996;3. Jovenes;27;Colombia;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;16/05/2012;2. Adolecente;12;Colombia;Soltero
16/04/2024;Guayaquil - MREMH;Otro de Interes;Femenino;04/02/1985;4. Adultos;39;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;06/01/2015;1. Niño, Niña;9;Colombia;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;18/11/2017;1. Niño, Niña;6;Colombia;Soltero
16/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;10/02/2005;3. Jovenes;19;Colombia;Union
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;24/08/1986;4. Adultos;37;Colombia;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;02/08/1996;3. Jovenes;27;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;10/12/1989;4. Adultos;34;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;27/03/2003;3. Jovenes;21;Venezuela;Soltero
16/04/2024;Guayaquil - MREMH;Otro de Interes;Femenino;22/04/2009;2. Adolecente;15;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;05/02/1983;4. Adultos;41;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;05/08/1974;4. Adultos;49;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;05/04/1998;3. Jovenes;26;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;05/10/2015;1. Niño, Niña;8;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;07/10/2019;1. Niño, Niña;4;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Solicitante de Asilo;Masculino;12/01/2000;3. Jovenes;24;Colombia;Union
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;07/06/1997;3. Jovenes;27;Venezuela;Soltero
16/04/2024;Ibarra - MREMH;No de Interes;Masculino;03/11/1998;3. Jovenes;25;Colombia;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;07/03/1995;3. Jovenes;29;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;03/04/2019;1. Niño, Niña;5;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;30/11/1988;4. Adultos;35;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;14/10/2014;1. Niño, Niña;9;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;26/11/2005;3. Jovenes;18;Venezuela;Soltero
16/04/2024;Ibarra - MREMH;Refugiado;Femenino;16/04/1994;3. Jovenes;30;Colombia;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;14/02/2013;1. Niño, Niña;11;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;04/02/2008;2. Adolecente;16;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;14/03/2010;2. Adolecente;14;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;18/02/2023;1. Niño, Niña;1;Colombia;Soltero
16/04/2024;Ibarra - MREMH;Refugiado;Femenino;16/07/1993;3. Jovenes;30;Colombia;Soltero
16/04/2024;Ibarra - MREMH;Refugiado;Femenino;06/02/2018;1. Niño, Niña;6;Colombia;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;04/08/1987;4. Adultos;36;Colombia;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;26/05/2006;3. Jovenes;18;Colombia;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;14/09/1986;4. Adultos;37;Venezuela;Union
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;29/12/2007;2. Adolecente;16;Colombia;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;03/03/1988;4. Adultos;36;Venezuela;Union
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;19/09/2012;1. Niño, Niña;11;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;14/09/2016;1. Niño, Niña;7;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Solicitante de Asilo;Masculino;10/08/1978;4. Adultos;45;Colombia;Union
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;18/03/2000;3. Jovenes;24;Venezuela;Union
16/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;14/08/1980;4. Adultos;43;Colombia;Union
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;01/11/1993;3. Jovenes;30;Venezuela;Union
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;10/06/2018;1. Niño, Niña;6;Colombia;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;01/08/2021;1. Niño, Niña;2;Colombia;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;06/05/2000;3. Jovenes;24;Colombia;Union
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;09/05/1986;4. Adultos;38;Colombia;Union
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;08/04/2015;1. Niño, Niña;9;Colombia;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;24/03/2017;1. Niño, Niña;7;Colombia;Soltero
16/04/2024;Pichincha - MREMH;Solicitante de Asilo;Masculino;08/10/2007;2. Adolecente;16;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;25/08/1991;4. Adultos;32;Venezuela;Union
16/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;26/07/2016;1. Niño, Niña;7;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;11/05/1988;4. Adultos;36;Venezuela;Union
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;12/09/2009;2. Adolecente;14;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;10/04/2012;2. Adolecente;12;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;26/03/2019;1. Niño, Niña;5;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;No de Interes;Femenino;25/03/1985;4. Adultos;39;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;09/05/1990;4. Adultos;34;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;19/03/2012;2. Adolecente;12;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;No de Interes;Femenino;08/08/2008;2. Adolecente;15;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;17/07/2009;2. Adolecente;14;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;No de Interes;Femenino;20/10/1982;4. Adultos;41;Venezuela;Union
17/04/2024;Tulcan - MREMH;Solicitante de Asilo;Masculino;05/09/1979;4. Adultos;44;Colombia;Soltero
17/04/2024;Esmeraldas -MREMH;No de Interes;Femenino;27/08/1997;3. Jovenes;26;Venezuela;Soltero
17/04/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;18/04/2002;3. Jovenes;22;Colombia;Soltero
17/04/2024;Azogues - MREMH;Solicitante de Asilo;Femenino;02/05/1974;4. Adultos;50;Venezuela;Soltero
17/04/2024;Azogues - MREMH;Solicitante de Asilo;Femenino;08/04/2001;3. Jovenes;23;Venezuela;Soltero
17/04/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;26/08/1982;4. Adultos;41;Colombia;Soltero
17/04/2024;Azogues - MREMH;Solicitante de Asilo;Femenino;14/02/2007;2. Adolecente;17;Venezuela;Soltero
17/04/2024;Tulcan - MREMH;Solicitante de Asilo;Masculino;14/11/2015;1. Niño, Niña;8;Colombia;Soltero
17/04/2024;Azogues - MREMH;Solicitante de Asilo;Masculino;05/12/2009;2. Adolecente;14;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;22/03/1987;4. Adultos;37;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;03/02/2013;1. Niño, Niña;11;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;24/02/2009;2. Adolecente;15;Venezuela;Soltero
17/04/2024;Azogues - MREMH;Otro de Interes;Masculino;17/05/1980;4. Adultos;44;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;15/03/2018;1. Niño, Niña;6;Venezuela;Soltero
17/04/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;10/02/1999;3. Jovenes;25;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;26/11/1980;4. Adultos;43;Venezuela;Soltero
17/04/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;17/07/2017;1. Niño, Niña;6;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;16/12/2007;2. Adolecente;16;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;22/08/2012;1. Niño, Niña;11;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;19/03/1993;4. Adultos;31;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;06/08/2004;3. Jovenes;19;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;01/02/2022;1. Niño, Niña;2;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;04/11/2016;1. Niño, Niña;7;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;21/06/1967;4. Adultos;57;Venezuela;Soltero
17/04/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;20/01/1983;4. Adultos;41;Colombia;Casado
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;06/11/1998;3. Jovenes;25;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;11/10/1965;4. Adultos;58;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;27/06/2019;1. Niño, Niña;5;Venezuela;Soltero
17/04/2024;Tulcan - MREMH;Solicitante de Asilo;Masculino;26/08/2013;1. Niño, Niña;10;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;14/02/2016;1. Niño, Niña;8;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;26/02/1999;3. Jovenes;25;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;10/11/2000;3. Jovenes;23;Colombia;Soltero
17/04/2024;Tulcan - MREMH;Solicitante de Asilo;Masculino;02/08/1992;4. Adultos;31;Italia;Casado
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;15/09/1980;4. Adultos;43;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;28/12/2016;1. Niño, Niña;7;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;29/04/1990;4. Adultos;34;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;12/09/1993;3. Jovenes;30;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;20/10/1999;3. Jovenes;24;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;14/08/2011;2. Adolecente;12;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;19/08/2004;3. Jovenes;19;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;17/07/2016;1. Niño, Niña;7;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;13/12/1973;4. Adultos;50;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;09/01/1999;3. Jovenes;25;Colombia;Soltero
17/04/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;07/02/1986;4. Adultos;38;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;19/03/2006;3. Jovenes;18;Colombia;Soltero
17/04/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;01/04/2011;2. Adolecente;13;Colombia;Soltero
17/04/2024;Tulcan - MREMH;Solicitante de Asilo;Masculino;30/10/2018;1. Niño, Niña;5;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;21/03/1982;4. Adultos;42;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;08/12/1982;4. Adultos;41;Venezuela;Divorciado
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;28/04/1957;5. Adulto Mayor;67;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;07/09/1978;4. Adultos;45;Venezuela;Soltero
17/04/2024;Tulcan - MREMH;Otro de Interes;Femenino;09/08/1996;3. Jovenes;27;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;16/03/1989;4. Adultos;35;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;30/08/1985;4. Adultos;38;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;06/04/2006;3. Jovenes;18;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;20/04/2007;2. Adolecente;17;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;24/09/1993;3. Jovenes;30;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;17/07/1999;3. Jovenes;24;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;20/12/2019;1. Niño, Niña;4;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Solicitante de Asilo;Masculino;21/09/2002;3. Jovenes;21;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;22/11/1995;3. Jovenes;28;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;24/05/2011;2. Adolecente;13;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;16/10/2012;1. Niño, Niña;11;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;17/09/2000;3. Jovenes;23;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;04/01/2014;1. Niño, Niña;10;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Solicitante de Asilo;Masculino;21/01/2000;3. Jovenes;24;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;20/04/2018;1. Niño, Niña;6;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;19/11/1992;4. Adultos;31;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;23/05/1983;4. Adultos;41;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;17/02/2014;1. Niño, Niña;10;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Solicitante de Asilo;Masculino;30/07/1978;4. Adultos;45;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;28/08/2018;1. Niño, Niña;5;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Solicitante de Asilo;Masculino;23/11/2014;1. Niño, Niña;9;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;15/03/2009;2. Adolecente;15;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;25/10/1969;4. Adultos;54;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;11/03/2012;2. Adolecente;12;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;26/08/1969;4. Adultos;54;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;11/08/2018;1. Niño, Niña;5;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;10/12/1986;4. Adultos;37;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;20/10/2007;2. Adolecente;16;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;19/09/2010;2. Adolecente;13;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;01/06/2016;1. Niño, Niña;8;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;20/02/1989;4. Adultos;35;Colombia;Union
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;06/09/2012;1. Niño, Niña;11;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;29/04/2010;2. Adolecente;14;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;05/04/2007;2. Adolecente;17;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;14/03/1993;4. Adultos;31;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;20/09/2009;2. Adolecente;14;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;22/11/2016;1. Niño, Niña;7;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;26/04/1990;4. Adultos;34;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;02/03/1993;4. Adultos;31;Colombia;Union
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;26/10/2012;1. Niño, Niña;11;Colombia;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;11/12/1972;4. Adultos;51;Venezuela;Soltero
17/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;30/07/2008;2. Adolecente;15;Venezuela;Soltero
18/04/2024;Azogues - MREMH;Otro de Interes;Masculino;12/09/1999;3. Jovenes;24;Venezuela;Soltero
18/04/2024;Azogues - MREMH;Otro de Interes;Femenino;19/10/2001;3. Jovenes;22;Venezuela;Soltero
18/04/2024;Azogues - MREMH;Otro de Interes;Femenino;09/10/2023;1. Niño, Niña;0;Per�;Soltero
18/04/2024;Azogues - MREMH;Otro de Interes;Femenino;02/11/2018;1. Niño, Niña;5;Venezuela;Soltero
22/04/2024;Azogues - MREMH;No de Interes;Femenino;28/04/1986;4. Adultos;38;Venezuela;Soltero
22/04/2024;Azogues - MREMH;No de Interes;Masculino;02/12/2009;2. Adolecente;14;Venezuela;Soltero
22/04/2024;Esmeraldas -MREMH;Otro de Interes;Masculino;18/03/2000;3. Jovenes;24;Venezuela;Soltero
22/04/2024;Esmeraldas -MREMH;Solicitante de Asilo;Masculino;11/04/1972;4. Adultos;52;Venezuela;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;18/06/1994;3. Jovenes;30;Venezuela;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;06/01/1983;4. Adultos;41;Venezuela;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;19/08/2015;1. Niño, Niña;8;Venezuela;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;22/10/1999;3. Jovenes;24;Venezuela;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;05/04/2014;1. Niño, Niña;10;Venezuela;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;16/11/2002;3. Jovenes;21;Venezuela;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;24/04/1983;4. Adultos;41;Colombia;Union
22/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;18/10/2005;3. Jovenes;18;Venezuela;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;09/02/2014;1. Niño, Niña;10;Venezuela;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;18/11/2002;3. Jovenes;21;Colombia;Union
22/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;15/09/2015;1. Niño, Niña;8;Venezuela;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;30/10/2022;1. Niño, Niña;1;Colombia;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;05/01/2018;1. Niño, Niña;6;Venezuela;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;05/01/2018;1. Niño, Niña;6;Venezuela;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;18/11/1997;3. Jovenes;26;Colombia;Casado
22/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;17/09/1999;3. Jovenes;24;Colombia;Casado
22/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;24/06/1994;3. Jovenes;30;Colombia;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;05/12/2000;3. Jovenes;23;Colombia;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;25/11/1955;5. Adulto Mayor;68;Venezuela;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;21/07/1985;4. Adultos;38;Colombia;Union
22/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;24/03/1990;4. Adultos;34;Colombia;Union
22/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;02/09/1984;4. Adultos;39;Ir�n;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;03/10/2023;1. Niño, Niña;0;Colombia;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;11/08/2021;1. Niño, Niña;2;Colombia;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;07/05/1997;3. Jovenes;27;Colombia;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;28/09/2016;1. Niño, Niña;7;Colombia;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;28/04/2000;3. Jovenes;24;Colombia;Union
22/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;18/03/2021;1. Niño, Niña;3;Colombia;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;31/10/1994;3. Jovenes;29;Colombia;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;03/11/2022;1. Niño, Niña;1;Colombia;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;19/08/1997;3. Jovenes;26;Colombia;Union
22/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;25/03/2021;1. Niño, Niña;3;Colombia;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;24/06/2003;3. Jovenes;21;Venezuela;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;12/11/2000;3. Jovenes;23;Venezuela;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;20/07/2002;3. Jovenes;21;Colombia;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;23/09/1987;4. Adultos;36;Venezuela;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;29/07/1999;3. Jovenes;24;Colombia;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;24/08/2020;1. Niño, Niña;3;Colombia;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;15/02/1991;4. Adultos;33;Venezuela;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;09/11/2006;2. Adolecente;17;Venezuela;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;13/02/2006;3. Jovenes;18;Venezuela;Soltero
22/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;19/03/2014;1. Niño, Niña;10;Venezuela;Soltero
